uservip_degree,timestamp,content,opername,upcount
3,225,徐律!啊啊啊啊,,0
0,225,不想当老板的爱豆不是好演员,52HZ,0
0,225,看着真没有文化,刘芮煊,0
5,225,哈哈哈哈哈哈穿的好！！！,,4
3,225,哈哈哈哈他一站起来我爆笑哈哈哈哈,,0
0,225,双北果然开心,ten,0
0,225,不想当老板的爱豆不是好演员,Stars、,0
4,225,站起来，我笑了,,0
0,225,肿裁哈哈哈哈哈,,2
1,225,哈哈哈哈哈哈哈哈哈,,0
3,225,哈哈哈哈哈 以为是件普通西装,兰花.,0
0,225,这个衣服有点🆒,shine!☆☆☆,1
0,225,不愧是我山东人，总是想着当领导，,咕咕咕咕咕嗝…,0
1,225,这一季的嘉宾都太让人喜欢了😘,Snail . r 🗝,3
4,225,坐着的时候范泽言站起来秒变福西西哈哈哈哈哈,温妤妤🍊,1
0,225,看着真没有文化,AM,0
4,225,哈哈哈哈哈 以为是件普通西装,,0
0,225,哈哈哈哈,卤鱼丸最好吃,0
0,225,哈哈哈哈哈 以为是件普通西装,遇见未知的自己,0
1,225,哈哈哈丞丞一开口就老搞笑了,,0
3,225,看着真没有文化,,0
5,225,哈哈哈哈哈丞丞笑死我了,,0
0,225,哈哈哈哈哈范丞丞你不要把福西西带过来,将离.,0
0,225,哈哈哈哈哈丞丞笑死我了,Lilyan💜,0
0,225,令人颓废的offer,Fever,0
0,225,不想当老板的爱豆不是好演员,邝榕🤔,0
0,225,不想当老板的爱豆不是好演员,Crush-,0
5,225,范丞丞好可爱啊,,0
0,225,优秀了范丞丞,,0
0,225,看着真没有文化,万物可解,0
0,225,哈哈哈哈他一站起来我爆笑哈哈哈哈,Devon Aoki,0
0,225,哈哈哈哈他一站起来我爆笑哈哈哈哈,初夏微光,0
6,225,哈哈哈哈笑死我了,,0
0,225,啊啊啊,Mi Manchi,0
0,225,哈哈哈哈他一站起来我爆笑哈哈哈哈,木木🌺,0
2,225,请多给我们徐律镜头,北往,7
1,225,笑死我了，范丞丞衣服上下半截差距也太大了,,0
0,225,还是有何老师节目效果才拉满,,0
0,225,哈哈哈,,0
2,225,又来了,,0
0,225,别请这种新人，感觉毫无文化,Time tries truth,0
0,225,徐律徐律 爱了爱了,Apple Chen,0
2,225,双北最近天天在一块吧！哈哈哈哈,hh,0
5,225,撒撒xswl,,1
5,225,这没站起来挺好的，一站起来哈哈哈,,4
0,225,坐着看是件普通西服，没想到站起来这么与众不同🤣,A👗小白家,0
0,225,哈哈哈哈哈 以为是件普通西装,带土.,0
4,225,周深深,,0
0,225,坐着看是件普通西服，没想到站起来这么与众不同🤣,陌上花开,0
0,225,这衣服站起来 真的瞬间和坐着的感觉太不一样了……,葡萄汁儿,0
0,225,炅炅和撒老师应该是明侦和offer一起录的吧,朝月,0
0,225,深深宝宝,五花肉末,0
0,225,神仙穿搭，桌面和桌下两极分化🤣,红尘·过客,0
0,225,深深啊啊啊啊,,2
0,225,哈哈哈哈丞丞好可爱,,0
1,225,要被丞丞笑死了,Adam.,1
1,225,谐音梗扣钱哈哈哈哈哈哈哈哈哈,xxxx.,0
0,225,嚯哈哈哈哈哈哈哈哈哈撒老师一如既往的搞笑,触发,0
3,225,范丞丞   爱你呀,,0
3,225,撒撒一如既往的搞笑,,2
1,225,小深总需要招新吗？我能提包能安保还特别凶,葳葳,3
0,225,范丞丞好可爱啊,,0
5,225,我来了,嗯额,0
0,225,请多给我们徐律镜头,-,0
1,225,人见人爱范丞丞,,1
2,225,[喜欢]周深,丫丫,1
0,225,深深啊！！,薄荷之夏,0
5,225,要被丞丞笑死了,,3
0,225,听到这个节目有周深就立马来了,srain.,7
0,225,深深啊！！,安心。,0
4,225,这就是艺人的表达能力,,0
4,225,这衣服站起来 真的瞬间和坐着的感觉太不一样了……,,9
2,225,深深！,,0
1,225,害，我就是来看我双北CP的,Garbage.,1
4,225,双北还不搜证吗,冰冻寒月,3
0,225,为了周深来,🐷,0
0,225,深深啊！！,Euphoria❤,0
4,225,啊深深,小叶子🍃,1
1,225,范丞丞喜剧人,,1
4,225,深深深深深深啊啊啊啊双厨狂喜,,1
0,225,优秀了范丞丞,,0
1,225,深深好棒,汇润烟酒行@羽儿（品质保证）,0
0,225,坐着的时候范泽言站起来秒变福西西哈哈哈哈哈,  Knight,0
1,225,周深深,みやび  MIYABI,0
1,225,令人沮丧的offer,狼,0
1,225,深深深深深深,米呀,1
0,225,啊深深,安心。,0
2,225,深深好乖啊,雨笙,0
5,225,深深啊！！,,1
0,225,周深是个什么击八,自在,0
0,225,要被丞丞笑死了,陌上花开,0
2,225,深深大宝贝！！！！,,2
0,225,啊深深,,0
0,225,只有范丞丞没站起来…,林仙浪啊,1
1,225,深深好乖啊,,0
0,225,深深好好学习，明年回来控场的时候会感谢现在的自己,念念不忘，终有回响,0
1,225,我也有一个老板梦,,0
0,225,欢迎深深,,0
3,225,深深,深米,0
6,225,欢迎深深,,0
4,225,撒老师除了在央视都是个沙雕哈哈哈哈哈哈哈哈哈哈哈哈,,0
0,225,坐着看是件普通西服，没想到站起来这么与众不同🤣,将离.,0
0,225,深深好乖啊,安心。,0
1,225,深深,骷髅宫声线,0
0,225,范丞丞好可爱啊,,0
1,225,深深深深深深,,0
1,225,深深深深深深深,a涵淇,0
1,225,深深大宝贝！！！！,,0
0,225,周深！！！！！！！！,LEMON,0
0,225,深深深深深深深,,0
0,225,总在裁哈哈哈哈,,0
1,225,哇  深深,,0
0,225,深深深深！！！,河小伐🌊,0
0,225,深深好棒,,1
0,225,周深,安心。,0
0,225,深深深深深深,过期牛奶,1
6,225,周深站起来和坐下没差多少（狗头表情）,,3
5,225,周深是很谦虚又很努力好孩纸,老祝,0
0,225,撒煎饼 周果子🤣,,0
2,225,深深好乖啊,哈哈哈,1
0,225,不想当老板的爱豆不是好演员,将离.,0
1,225,周深！！！！！,,0
5,225,来了，第2季了,Madeline,0
0,225,坐着看是件普通西服，没想到站起来这么与众不同🤣,Multipotenialite,0
0,225,请多给我们徐律镜头,稀饭🌟,0
0,225,这看起来好没文化啊,Blue💙,0
4,225,深深好小只,,2
1,225,深深来了,a涵淇,0
1,225,深深！！！！！,,0
0,225,深深你好呀,安心。,0
0,225,挖了半天终于找到深深,decade,0
3,225,啊啊啊,,0
0,225,深深大宝贝！！！！,龙の猫,2
1,225,深深大宝贝！！！！,错雨,0
1,225,深深！,,0
1,225,周深让我心动,汇润烟酒行@羽儿（品质保证）,0
2,225,深深,,1
6,225,深深深深深深深深深深,,0
0,225,周深我们来了,🐷,0
3,225,宝贝深深，哇啊[鸡腿][鸡腿][鸡腿][鸡腿][鸡腿],,9
3,225,徐律的镜头好少啊啊啊啊啊,,12
3,225,周深！！！！！！！！,,1
1,225,喔哦,双叶树草,0
0,225,这一季的嘉宾都太让人喜欢了😘,将离.,0
3,225,啊深深,兰花.,0
0,225,爱死了这期的嘉宾，可爱深+憨憨丞。,哎呀。,0
0,225,深深深深深深,安心。,0
1,225,周深周深周深周深周深周深,,2
3,225,深深深深深深深深深深,兰花.,0
1,225,小周深加油加油,,0
0,225,周深！！！！！！！！,球球✨,0
4,225,深深深深深深深深深深,,0
5,225,深深爱看面试哈哈,,2
1,225,深深好帅,,1
2,225,深深各种综艺各种有[超越][超越][超越][超越],,0
0,225,我也是第一季的忠实观众，何运晨太喜欢了,,3
1,225,深深我来咯,青梨,0
6,225,周深让我心动,,0
0,225,深深~,,0
0,225,深深,,0
3,225,深深深深,我是谁你还不知道吗,1
3,225,深深！！！！！,,0
0,225,二季终于来了！！,知足常乐,1
4,225,爱深深,,2
0,225,深深好乖啊,ᯤ⁶ᴳ⁺,0
1,225,深深好可爱的一小只,a涵淇,1
0,225,坐着看是件普通西服，没想到站起来这么与众不同🤣,Flash,0
0,225,深深深深深深深,,0
4,225,爱深深,星晴,0
0,225,丞丞加油加油,燕子飞 💋,0
5,225,深深！！！！！我也是第一季的粉丝呢😋,,1
0,225,呵呵，范丞丞,丁玲,0
3,225,深深~,,1
0,225,深深可爱,,3
1,225,深深看的真情实感呀,青梨,1
4,225,深深来了,,1
4,225,真情实感,,1
1,225,丞丞丞丞丞丞丞丞,,0
0,225,深深好可爱的一小只,安心。,0
1,225,何运晨看到我了吗,^O^,15
0,225,徐律刚刚的镜头美到我了！,A.X.Y,0
0,225,徐老师,不爱可乐.,1
2,225,深深宝贝,哈哈哈,5
3,225,深深一起学习进修,,0
0,225,深深深深深深深,,1
4,225,周深,君,0
0,225,范丞丞,易水寒int,0
1,225,年更up,安尔丽丝,0
0,225,第一季都是谁，想不起来了,H. En,1
1,225,来了，第2季了,,0
6,225,深深来啦,,0
1,225,啊深深,,2
3,225,周深让我心动,,0
5,225,想知道何运晨现在的情况 何老师能告知一下么,琳琳,6
1,225,深深深深来了来了来了,,1
0,225,徐律的镜头好少啊啊啊啊啊,,0
5,225,深深爱看面试哈哈,,0
2,225,深深深深来了来了来了,,1
1,225,深深大宝贝！！！！,青梨,1
0,225,喜欢周深呐。,,0
0,225,周深让我心动,,0
4,225,求你快去练歌吧别老来综艺啊！,Lilith大王,1
0,225,何炅怎么不去芒果丅 v了？,,0
0,225,周深,🐷,0
5,225,徐律！！,Mim🧸,2
5,225,员工都不会当还学当老板,lanslot,0
4,225,周深好认真去,,0
0,225,周深,,0
0,225,深深好会说话，情商好高,玲珑草🍀,1
0,225,很棒深深 这个态度着装都很得体,Vanyi,1
0,225,深深来啦,,0
2,225,周深周深周深周深周深周深,桉.敏.帆15913489013,0
0,225,徐律，徐律，徐律！！！！,R🍬,0
0,225,周深的发言与fcc的一对比 感觉对fcc没眼看,鲸,0
1,225,深深深深深深深,&,0
5,225,周深长得好漂亮啊,,0
0,225,徐律师好美好有魅力,有事打扣,0
2,225,深深又开始紧张了哈哈哈哈,,1
3,225,卡在奇怪的地方,,0
3,225,深深看的真情实感呀,,0
1,225,21.9.4,初野,0
2,225,深深啊 ,,0
6,225,深深深深深深深,,0
5,225,丞丞的拍手好可爱,小英 🍰🍪🍬,0
0,225,深深！！！！！！,星星闪闪,0
3,225,上半身和下面完全不一样,四季,0
2,225,徐律好好看！！,叶子,0
1,225,撒撒是常驻嘉宾吗,Lucky,0
4,225,范丞丞范丞丞,👤,0
1,225,深深宝,,0
1,225,何运晨看到我了吗,慕秦思贤,0
0,225,徐律,小林子,0
0,225,徐律刚刚的镜头美到我了！,S o n g、,0
4,225,hhh,,0
3,225,爱徐律,,0
0,225,深深我来啦,,0
4,225,徐律师,白旭,0
0,225,徐律,员笑笑,0
0,225,周深长得好漂亮啊,千羽,1
6,15,也就是做节目，现实怎么可能这么回答,,0
6,15,大三考研？,,0
6,15,面试这么说？搞笑,,0
0,15,深深,,0
6,15,偏执,天楽,0
2,15,滴滴滴,神经蛙,0
0,15,有点邪,未来ちゃん,0
3,15,小姐姐是来找辩论点的吧,超聪明的我,0
0,15,哈哈哈哈哈可爱,Monsoon,0
0,15,看了医学篇来的,YJ,0
0,15,法律硕士就是专硕,YJ,0
4,15,曾经的我只看爆笑综艺 刚上大一 现在也被迫看起了哈,何往,0
0,15,这女生不行,YJ,0
0,15,公务员都在改革，我们国家需要那些真心为国家献策的人,Rita ,0
0,15,公务员多好啊，我也是,YJ,0
0,15,公务员多好,YJ,0
0,15,这回答太棒了,YJ,0
0,15,主要是法学考公务员太对口了,YJ,0
3,15,对的 杨天真的说法是对的,BAD_YO,0
0,15,我为什么跟着紧张😓,旧光影里的格子少年丶,0
3,15,危险危险危险⚠️,,0
0,15,打工伤吗,YJ,0
3,15,简历就是要一页,,0
0,15,民族大学。。。,YJ,0
0,15,她都不打算做律师,YJ,0
6,15,然后……,,0
0,15,做检察官多好,YJ,0
0,15,没有笔试吗,YJ,0
0,15,面相看着有点甲亢。,未来ちゃん,0
0,15,it去华为,..,0
0,15,钱也多哈哈哈,YJ,0
0,15,给我震惊哭了,‭‭‭,0
1,15,1,🤍,0
6,15,哈哈哈,,0
3,15,大家都是会员说话嚣张一点,,2
0,15,打卡,阿aaa,0
7,15,❤️,YYYYYYue,1
4,15,嗯,,0
3,15,哈哈,張,0
0,15,从offer1无缝衔接2,长意,0
6,15,东莞烦恼,,0
5,15,我的小,,0
0,15,1,Blue,0
0,15,纳,可爱多,0
5,15,天啊,,0
6,15,压,,0
6,15,e,,1
0,15,来了,吃口冰淇淋,0
7,15,终于出新一季了,,1
6,15,宝宝,,0
0,15,来啦,亦如初见,0
7,15,啦啦啦,武,0
6,15,来了 来了,W,2
2,15,哇咔咔 准备好了,,0
0,15,来重刷啦！,腾讯网友,0
2,15,我来看神仙打架,,0
0,15,哈哈哈,🐰,0
0,15,畅姐yyds,Giraffe,0
0,15,来了,Wiftol®🍒,0
0,15,冲砸,yuan.,0
6,15,牛啊,,0
6,15,共,,0
0,15,好看不,秦淮梦LIAN,0
0,15,来啦来啦,许嵩许嵩！！！演唱会！！,0
3,15,哈哈,張,0
5,15,66666,,1
6,15,打卡,,0
6,15,你好加油！,,2
0,15,哈哈哈[警告offer],是暴躁小于,0
7,15,哦,,0
4,15,啦啦啦,Lisa  meng,2
0,15,太卡了,,0
6,15,哈哈哈,,0
6,15,。。。。。。。。。。。,,1
0,15,第一个  打卡,奶橙布汀.,0
1,15,终于等到第二季了。,,1
4,15,来了啦啦了,,0
0,15,dd,love＆enjoy,1
0,15,第2季终于开播啦，来看双北，00，深深😜,YY9803,1
1,15,范丞丞啊啊啊啊,,0
3,15,啊啊啊啊期待终于又来了,,5
0,15,为了何老师而来。。,踏花归来，春暖花开,0
4,15,哈,,0
0,15,来看撒撒来了,烟锁池塘柳,0
0,15,来啦,&^&…,0
0,15,来了来了,慕宸࿐゛,0
6,15,加油,,0
3,15,双北我来啦！,,0
0,15,丞丞我来了,马里奥奥,0
5,15,来看撒贝宁。。。。,CocaCola,2
0,15,周深周深周深,,0
2,15,深深深,,1
0,15,深深，我来啦,北川鹤,0
1,15,深深我来啦,好耶！,0
0,15,第一，来看深深,yuuki＜,1
0,15,哈哈哈来了来了，又有综艺可以追了哈哈哈哈,Lostboy,0
1,15,范丞丞,,0
0,15,深深我来了,,0
0,15,从第三季过来，还是喜欢何老师主持自然开心看的也舒服,毕夏,2
0,15,啊 啊,Eliauk,0
0,15,来了来了,,0
0,15,我深我又又又又又又又来了,追星星的人,0
0,15,深深，我来啦,,1
2,15,居然有周深我的妈呀我好开心啊,,0
4,15,深深我来啦！,,0
1,15,深深，我来啦,,0
0,15,aaaaa,，,1
5,15,来看深深,'S 婉晴🌸,1
0,15,深深，我来啦,我会一直笑灬,0
0,15,二刷看周星星,,0
0,15,双北我来啦啦啦啦啦啦啦啦啦[厉害][厉害][厉害][鸡腿][鸡腿],北川鹤,0
5,15,丞丞我的宝啊啊啊啊啊,,1
0,15,芜湖~深深崽我来啦,五花肉末,0
0,15,深深我来啦！,,0
0,15,从第三季过来，还是喜欢何老师主持自然开心看的也舒服,い右う,3
5,15,范丞丞我来啦,,0
0,15,深深，我来啦,かく,0
1,15,范丞丞！！！,,0
1,15,VIP :深深我来啦！,,0
1,15,丞哥我来了,吸丞器,0
0,15,双北,潮慕奈野,0
0,15,期待，不知道这一季还有没有像何运晨那样的,___ Alone゜独自,0
0,15,范丞丞,新鲜感.,0
1,15,深深！！！！！！,🌿 alpotion,0
0,15,已经三刷啦[划重点],0%,0
5,15,范丞丞范丞丞范丞丞,,0
0,15,还是喜欢医学生,怀瑾握瑜,0
0,15,范丞丞,小钱,0
0,15,双北！！！,Laikaiwo,0
0,15,深深我来了,,0
0,15,周深和范丞丞,,0
0,15,周深周深周深我来啦！,一个五,0
5,15,来看范丞丞,,0
0,15,为丞丞而来,S꯭ᴀғ꯭ᴇ꯭ᴛʏ꯭.,0
0,15,范丞丞范丞丞范丞丞范丞丞范丞丞范丞丞范丞丞范丞丞范,,0
0,15,来了来了🌼🌼,ᥬ☃᭄💕,0
0,15,丞丞宝贝,,0
1,15,为撒撒而来,,2
3,15,嘉宾都喜欢,,0
0,15,看完第三季来看第二季,To live  up to,0
6,15,哪里有深深哪里就有我,,1
5,15,我来啦，这个节目更新好快呀,,2
0,15,从第三季过来，还是喜欢何老师主持自然开心看的也舒服,聪,0
0,15,看了第三季又来看看,妞爷👑,1
0,15,才看完第三季最新来的,熙微.,0
5,15,范丞丞我来了,,0
0,15,从第三季过来，还是喜欢何老师主持自然开心看的也舒服,风与纸片人,0
0,15,只为双北,踏花归来，春暖花开,0
0,15,深深我来啦！,,1
0,15,深深，我来啦,鑫恬么,0
0,15,范丞丞我来了,Billie,0
6,15,范丞丞 :来看范丞丞,,1
0,15,甜甜蜜蜜小白粥,一般小Fèêl🌻,0
0,15,丞哥我来了,^小🐠 吖^,0
0,15,来看深深啦,匿名,0
0,15,来看周深周深周深,___ Alone゜独自,0
0,15,为周深和撒贝宁来的,╰唯一の嗳,0
0,15,从第三季过来，还是喜欢何老师主持自然开心看的也舒服,Ria~喵,0
1,15,深深子,,0
0,15,从第三季过来，还是喜欢何老师主持自然开心看的也舒服,冬。,1
1,15,我来啦深深,,1
1,15,范丞丞范丞丞范丞丞！！！！我来啦,,0
0,15,福西西，麻麻来啦,新鲜感.,0
0,15,深深，我来啦,,0
0,15,看了第三季回来了，还是第二季好看,,0
0,15,范丞丞,Ye ,0
0,15,二刷[瑞思拜],Y,0
0,15,想何老师了20211121,想绿洗衣机,0
0,15,深深子,,0
0,15,从第三季过来，还是喜欢何老师主持自然开心看的也舒服,黑子无肝,0
0,15,看了第三季又来看看,い右う,0
0,15,双北排面,春困夏乏秋盹冬眠,0
0,15,看完第三季又来看第二季,绿茶,0
0,15,今天,茫朔,0
5,15,来了来了,穎穎,2
0,15,期待，不知道这一季还有没有像何运晨那样的,大不点,0
1,15,为撒撒而来,MISS,0
0,15,来看深深了[螃蟹],cccccccc,0
2,15,打卡第二季,,0
0,15,看了第三季又来看看,Tinkle,0
0,15,范丞丞啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,,0
4,15,第二季终于来了,,2
0,15,范丞丞我来了,^小🐠 吖^,0
0,15,深深我来了,,0
0,15,看深深来了,,0
0,15,丞丞宝贝,新鲜感.,0
2,15,双北[6周年][6周年][6周年],大白萝卜,1
0,15,看完第三季来看第二季,无理♡,0
0,15,范丞丞我来了,,0
0,15,深深深深深深深深深深深,,1
0,45,深深我来了！！！,,0
0,45,滴-打卡,北奕夏,0
0,45,范丞丞,鱼头星星,0
0,45,2022.1.28,余七,0
2,45,双北！,莳纭茴忻ʚɞ,1
0,45,看了第三季又来看看,Ninestates,0
4,45,来看双北,从来,0
1,45,范丞丞我来了,,0
1,45,来啦来啦,,0
1,45,来啦,,0
0,45,范丞丞 :来看范丞丞,新鲜感.,0
0,45,双北CP,晓人间.,0
0,45,从第三季过来，还是喜欢何老师主持自然开心看的也舒服,浅笑心柔,0
1,45,哪里有深深哪里就有我,,0
0,45,深深宝子,五花肉末,0
0,45,范丞丞我来了,S꯭ᴀғ꯭ᴇ꯭ᴛʏ꯭.,0
3,45,机智的监狱生活bgm,ALL💗,0
0,45,为双北打call,北川鹤,0
6,45,范丞丞,,0
0,45,周深我来啦！！！！,,0
0,45,丞丞啊啊啊[满分offer],~奶牛~암소♡,0
3,45,看周深，出新梗,,0
0,45,深深,-,0
0,45,第一！！！,孤单止步,0
0,45,范丞丞我来啦,鱼头星星,0
0,45,福西西，麻麻来啦,^小🐠 吖^,0
0,45,丞丞,lotusrose,0
0,45,双北双北,,4
1,45,范丞丞我来啦,,0
0,45,看深深来了,,0
0,45,深深深深,千羽,0
1,45,双北！！！,MISS,4
6,45,范丞丞我来啦,,0
0,45,来看范丞丞,S꯭ᴀғ꯭ᴇ꯭ᴛʏ꯭.,0
1,45,深深宝贝!!!,,0
6,45,丞丞我来了！！！,,0
0,45,深深！！！,GRAVITY,0
0,45,深深深深深,,0
0,45,何老师撒老师！我又回来重温啦！,听风者,0
0,45,从第三季过来，还是喜欢何老师主持自然开心看的也舒服,克苏鲁,0
0,45,来看范丞丞,,0
0,45,来考古了,悠悠和艾莉,0
6,45,终于等到你丞丞,,0
3,45,深深！！！！！,,1
1,45,换个行业就好了,幕幕,0
0,45,《机智的监狱生活》里的片头曲耶！,,0
2,45,深深深深深,,0
1,45,深深~加油💪,YQ,0
0,45,来看周深，周深大宝贝！,北川鹤,0
0,45,二刷走起,南栀倾寒°,0
0,45,双北！！！,星野,0
0,45,宝贝丞丞,Morning Sun,0
0,45,为双北打call,蓦,0
1,45,何老师！撒老师！双北我爱了！！,,4
0,45,哇哇哇周深深来了,,0
1,45,终于等到你丞丞,,0
0,45,看完第三季回来看第二季,星稀.𐂂,0
0,45,何运晨的迷妹来了,qq,0
4,45,找完对象找工作，把你安排得明明白白,综艺企鹅妹,1456
0,45,何老师！撒老师！双北我爱了！！,A👗小白家,1
0,45,何老师！撒老师！双北我爱了！！,北川鹤,0
0,45,双北！！！！,小林子,0
1,45,周深，双北，爱了爱了,汇润烟酒行@羽儿（品质保证）,0
0,45,何老师！撒老师！双北我爱了！！,小狗宁儿,0
0,45,哇，这季有深深！,,0
2,45,来看深深,A阳光雨露,0
1,45,啊啊啊啊啊啊啊范丞丞,,0
2,45,撒撒！,,0
0,45,徐律我太爱了,喝个阔落趴,0
3,45,二刷,,0
0,45,来看深深,,0
0,45,双北！！,-𝙉𝙤𝙫𝙚𝙢𝙗𝙚𝙧.,0
0,45,来看范丞丞,啦啦啦,0
0,45,00！！！,十一,0
2,45,刚看完第1季，但还是觉得第二季好看，因为太优秀了,,0
1,45,撒老师！,,0
0,45,来看范丞丞,Pumpkin,1
0,45,浅看一下,三更,0
1,45,来看深深啦,,0
0,45,范丞丞范丞丞,迟妤.,0
0,45,就,漓人.,0
0,45,深深,,0
5,45,撒撒撒撒撒撒撒撒！双北！,,0
1,45,范丞丞来啦,,1
0,45,周深，双北，爱了爱了,晓人间.,0
0,45,众所周知这个节目叫令人自卑的offer,籲:-D,0
0,45,双北！！！,蓦,0
0,45,看了第三季过来看看第二季，想念何老师,"""冷爵枭",0
0,45,来重温offer2,暮染,1
1,45,是理智的监狱生活ost啊！,,2
0,45,啊啊啊啊啊00姐,,0
3,45,双北cp,,0
0,45,何老师！撒老师！双北我爱了！！,LEMON,0
3,45,为周深来啦,Whale Fall🐳🐳,0
1,45,双北啊，我来了，双北,,1
0,45,徐律,,0
1,45,众所周知这个节目叫令人自卑的offer,,0
3,45,来看深深,奔跑de鱼🐟,0
0,45,深深我来啦！,,0
0,45,啊啊啊啊啊啊啊啊啊。我双北,  Knight,0
1,45,为丞丞而来,,1
3,45,啊啊啊啊双北,,0
0,45,徐律,过客,0
0,45,小何在看吗,羽殇,0
0,45,何老师！撒老师！双北我爱了！！,万一,0
0,45,众所周知这个节目叫令人自卑的offer,,1
0,45,范丞丞我来了！,Pumpkin,1
1,45,深深崽崽，妈妈来了,,0
0,45,从第三季过来，双北yyds,LAzY,0
0,45,深深呀,,0
0,45,bgm：咒术回战op,莫玉骥,1
1,45,感觉何老师没睡好 注意休息啊 崽,,1
6,45,深深来了,,0
0,45,众所周知这个节目叫令人自卑的offer,  Knight,1
0,45,大家好久不见,犹豫就会败北,0
1,45,双北啊，我来了，双北,,3
0,45,何老师！撒老师！双北我爱了！！,小林子,0
1,45,周深！！,,0
0,45,来了,,0
0,45,众所周知这个节目叫令人自卑的offer,,0
0,45,我喜欢的徐律来啦,*晓枫纸,0
1,45,哇 深深！！！,姜小慧,0
0,45,第三季过来看何撒老师,℡'叶.₁₅₂₂₀₄₂₄₂₅₅,2
0,45,为好运来打call,芍药,0
0,45,回来看第二季，感觉还是第二季精彩一点,Cecilia wang,0
0,45,众所周知这个节目叫令人自卑的offer,莫兰迪色的小猫,1
1,45,范丞丞！！,,0
0,45,徐律 徐律！,川子,1
0,45,深深来了,,0
1,45,深深深深深深深深深深深深深深深深深深深深,,0
0,45,双北cp哈哈哈哈,🍐,0
4,45,范丞丞啊啊啊,,1
0,45,啊啊啊有wuli徐律,‬,0
0,45,众所周知这个节目叫令人自卑的offer,一旋,1
0,45,来重温offer2,uiiiioo,0
0,45,第三季回来的,,0
2,45,众所周知这个节目叫令人自卑的offer,Pampered娇纵,0
1,45,来看范丞丞啦,,0
3,45,徐律！！！,,1
5,45,bgm是《机智的监狱生活》呢,🍭Mis Ho 🥔,2
0,45,双北双北！,XZQ,4
4,45,太厉害了,,0
0,45,撒贝宁？,#呃,0
0,45,来看范丞丞,加油,0
0,45,为徐律打call,阿本,0
0,45,迟到了我来了徐律师我来了,,0
0,45,徐律师，啊啊阿,婷婷，囡,0
1,45,双北,秋鸣,0
0,45,深深的新节目,,0
0,45,来看深深的节目了！！,,0
0,45,为什么第三季不是何老师,刺訫,1
1,45,范丞丞范丞丞,,0
0,45,撒撒炅炅我来啦,今日份小邓,0
0,45,令人自卑的offer,,0
0,45,来看丞丞,我睡觉的时候不困,0
1,45,为什么没弹幕？,,0
0,45,深深宝贝,五花肉末,0
0,45,第三季过来看何撒老师,い右う,0
0,45,哇偶,,0
0,45,徐律！！！！,与森-,0
0,45,范丞丞我来了,金智秀,0
0,45,徐律 徐律！,蓦,0
1,45,来看丞丞,是小琪呐!🍀,0
0,45,来看深深宝贝,,0
0,45,来看深深的节目了！！,薄荷之夏,0
3,45,深深,普普通通一个仙女罢了,0
5,45,丞丞宝贝我来看你啦,,0
0,45,众所周知这个节目叫令人自卑的offer,万一,0
2,45,来看深深了,雪梦蓝天,0
0,45,丞丞好帅啊,,0
0,45,奔这深深而来,Z,0
0,45,哎呀妈 这不是徐律嘛,阿不,0
0,45,打卡,三好ZhiYu,0
0,45,周深！！,星星闪闪,0
0,105,撒贝宁，哎呀呀,午夜小学徒,0
0,105,徐律徐律徐律徐律,OId Iove,0
0,105,人间甜豆徐灵菱,,0
0,105,撒撒[鸡腿],我們不會錯過/.,0
5,105,撒老师可是高材生,,0
0,105,撒老师终于来了,,0
0,105,给双北排面！！！,.,1
0,105,撒老师终于来了,kiss→♥吻,0
1,105,为深深而来,,0
0,105,给双北排面！！！,清风霁月:),1
0,105,丞丞我来啦,仙橘梦,0
0,105,给双北排面！！！,嘿嘿,0
6,105,双北合体了,,0
0,105,太喜欢这一季的成员啦！,北川鹤,0
0,105,芳心纵火犯好帅啊啊啊啊,沁,0
0,105,双北！！！！！,墨笙,0
0,105,双北 双北,晓人间.,0
0,105,又见到双北了！！！,星月奈子/.,0
0,105,双北赛高！,,1
0,105,撒老师好,,0
0,105,双北！！！！！,,0
0,105,给双北排面！！！,晓人间.,0
0,105,为温柔徐律打call,OId Iove,0
0,105,看深深在这里才看的,半心人,0
0,105,双北双北双北！！！！！,wzdw,0
0,105,00我爱你,人间水蜜桃🍑,0
5,105,撒老师哈哈哈哈哈哈哈,,0
3,105,来了，深深,兰花.,0
0,105,双北排面,○,1
0,105,三刷,kimjisooyaaaaa,0
0,105,这次请来的人我都喜欢,小悠,1
6,105,打卡,你好明天,0
0,105,看了第三季再来看的第二季,#Dong),0
0,105,撒撒好帅😍,kiss→♥吻,0
0,105,撒老师哈哈哈哈哈哈哈,冰糖,0
1,105,来看看深深深,a涵淇,0
5,105,撒老师瘦了,,2
1,105,来了深深,米呀,0
5,105,又来看神仙打架了❤️,,0
0,105,双北，深深，这节目大爱,『frost haze,0
0,105,撒撒真的来了,星月奈子/.,0
0,105,双北赛高！,伴我心安i,0
0,105,哇 双北cp,晓人间.,0
0,105,为双北打call~~,,1
2,105,哎哟,,0
1,105,双北！！！！！赛高,,2
0,105,真开心，又可以找虐了,,0
4,105,撒撒排面来了！！,小叶子🍃,7
1,105,双北,@赫优,0
0,105,撒老师牛逼,依然飘逝,4
0,105,丞丞子,笙情,0
5,105,徐律徐律 撒撒我的天啊,,0
2,105,撒撒啊啊啊啊,,1
2,105,徐律真是活泼！,棉花糖,1
